NoPaymentDue,Enlisted,Enrolled,Units,Disabled,Unemployed,Region,Marital_Status,Gender,Longest_Absence_From_School,Filed_For_Bankruptcy,LongTermPlanningScore,DecisionStyle,PowerOrientedScore,CommunityOrientedScore,Parent_Education_Level,Credit_Score_Raw,Credit_Score_AgeAdj,Loan_Amount,HS_Math,HS_Science,HS_English,Family_Income_normalized,School_occ,School_smc,School_ucb,School_uci,School_ucla,School_ucsd,Service_air_force,Service_army,Service_fire_department,Service_foreign_legion,Service_marines,Service_navy,Service_peace_corps
neg,1,1,1.0,0,0,3,1,1,2,0,0.7259276987788326,1,0.36638991176584834,0.049956022462538385,1,0.09079267110391809,0.36638991176584834,0,9.0,10.0,9.0,0.5546498239472539,0,1,0,0,0,0,0,0,1,0,0,0,0
neg,0,1,5.0,0,0,5,0,1,8,0,0.4479596295444174,1,0.36647858001703987,0.36647858001703987,3,0.22910472704325002,0.36647858001703987,1,10.0,6.0,5.0,0.7350134247181286,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,11.0,0,0,5,1,0,6,0,0.5021588509698631,1,0.40194687526002526,0.40194687526002526,2,0.15217911493346037,0.40194687526002526,1,5.0,10.0,10.0,0.9664897106366497,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,1,1,6.0,0,0,4,1,1,8,0,0.3094093758486688,1,0.23076335114908222,0.23076335114908222,0,0.12394402613031164,0.23076335114908222,1,10.0,6.0,7.0,0.53823851126128,0,0,0,0,1,0,0,0,0,1,0,0,0
neg,0,1,8.0,0,0,3,1,0,6,0,0.8055066276319849,1,0.3469444446364278,0.3469444446364278,2,0.30405479841720073,0.3469444446364278,1,10.0,10.0,10.0,0.9492727020801521,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,8.0,0,0,4,1,0,6,0,0.7910710718588234,1,0.5351769543585154,0.5351769543585154,2,0.3051670073543846,0.5351769543585154,1,6.0,10.0,9.0,0.7226802824303851,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,3.0,0,0,5,1,1,3,0,0.7099623664787054,1,0.6516946570626156,0.13779408453046926,1,0.2926855434545814,0.6516946570626156,1,10.0,9.0,9.0,0.029440129612270938,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,10.0,0,0,2,1,0,9,0,0.651385194149043,1,0.32173677892349584,0.19601786654818804,3,0.29248798083954164,0.19601786654818804,1,8.0,4.0,6.0,0.8155734991270271,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,2.0,0,0,2,1,1,1,0,0.6044467014196357,1,0.532963558266278,0.532963558266278,2,0.19301383317838372,0.532963558266278,0,7.0,10.0,9.0,0.21631062886458957,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,1,1,3.0,0,0,5,1,0,4,0,0.7182494262505922,1,0.6612171505019252,0.6612171505019252,2,0.302572342397616,0.6612171505019252,1,9.0,9.0,10.0,0.6942836647759454,0,0,0,0,1,0,0,0,1,0,0,0,0
neg,0,1,2.0,0,0,2,0,0,1,0,0.8385702420528105,1,0.1514829819423792,0.1514829819423792,1,0.054914172568305775,0.1514829819423792,0,10.0,5.0,9.0,0.5860689589050045,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,5,1,0,6,0,0.6897733359528502,1,0.4365078608828158,0.4365078608828158,1,0.098514166797122,0.4365078608828158,1,10.0,10.0,8.0,0.42697275015655184,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,5,0,0,7,0,0.4378029107754971,1,0.3561215917477457,0.3561215917477457,3,0.15975405231861262,0.3561215917477457,1,9.0,7.0,6.0,0.2977889237032169,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,0,0.0,0,0,4,1,0,2,0,0.5378824201360434,1,0.4606373910896848,0.4606373910896848,2,0.18117294706980824,0.4606373910896848,0,9.0,6.0,5.0,0.6375276038765023,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,3,0,1,7,0,0.8210831444794167,1,0.172808620238515,0.172808620238515,1,0.08959447286938482,0.172808620238515,1,8.0,7.0,6.0,0.6800377301480829,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,1,1,10.0,0,0,2,1,1,6,0,0.6423563668788754,1,0.5750691118558806,0.40493449565019546,3,0.22721679345354462,0.5750691118558806,1,7.0,10.0,10.0,0.7608913196752634,0,0,0,0,1,0,0,0,1,0,0,0,0
neg,1,1,5.0,0,0,5,1,1,8,0,0.7881733357808116,1,0.15455184774117928,0.15455184774117928,1,0.09279582772091999,0.15455184774117928,1,9.0,7.0,7.0,0.623832150907575,0,1,0,0,0,0,0,0,0,1,0,0,0
neg,0,1,5.0,0,0,5,1,1,4,0,0.7681812016550075,1,0.7191667401522357,0.15523467176535632,3,0.4410555640329221,0.7191667401522357,1,9.0,9.0,8.0,0.9406921724837523,1,0,0,0,0,1,0,0,0,0,0,0,0
neg,0,1,4.0,0,0,1,1,0,4,0,0.5792759940436538,1,0.5053670400814495,0.5053670400814495,3,0.19321213033904316,0.5053670400814495,1,8.0,9.0,8.0,0.31397618860167514,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,4.0,0,0,2,1,1,6,0,0.7937307117417909,1,0.7075083868708981,0.7075083868708981,0,0.40192645446704767,0.7075083868708981,1,7.0,7.0,8.0,0.930971877997343,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,3.0,0,0,3,0,0,4,0,0.4126301453935895,1,0.33071294228524073,0.33071294228524073,3,0.05058065353950947,0.33071294228524073,1,10.0,9.0,8.0,0.44273031893515463,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,0,0.0,0,0,1,0,1,9,0,0.6495169573831067,1,0.5830933889633684,0.5830933889633684,3,0.2075742664539021,0.5830933889633684,0,7.0,6.0,9.0,0.4042758331166911,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,6.0,0,0,1,0,1,9,0,0.4684319396756109,1,0.3698389680703419,0.3698389680703419,1,0.08764463401462308,0.3698389680703419,1,9.0,10.0,7.0,0.00086264656511581,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,2,0,0,3,0,0.8554652307539072,1,0.38392247629602666,0.3833292830749997,0,0.3262969820719718,0.38392247629602666,1,7.0,9.0,5.0,0.593263145878766,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,4,1,0,5,0,0.5423417946258557,1,0.4654160353912076,0.4654160353912076,3,0.2900620740574078,0.4654160353912076,1,7.0,8.0,8.0,0.7818757105537897,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,4.0,0,0,4,0,1,9,0,0.5902295973783434,1,0.5173402034645415,0.5173402034645415,3,0.18311827663974323,0.5173402034645415,1,10.0,10.0,4.0,0.14569902721955313,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,7.0,0,0,5,0,0,7,0,0.5824568325789066,1,0.5088381678652636,0.5088381678652636,3,0.18252058114976533,0.5088381678652636,1,8.0,7.0,7.0,0.7150079599547747,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,8.0,0,0,1,1,1,6,0,0.4520579084914093,1,0.37067439655910456,0.33377466478304996,1,0.15212378178325703,0.37067439655910456,1,9.0,9.0,9.0,0.04228157249504244,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,1,1,5.0,0,0,3,0,0,4,0,0.3650595519218255,1,0.2837622672711413,0.2837622672711413,3,0.18827557791451,0.2837622672711413,1,4.0,8.0,10.0,0.8240483883141179,0,0,0,0,1,0,0,0,1,0,0,0,0
neg,0,1,1.0,0,0,3,0,1,2,0,0.37237568851742253,1,0.1765308469342679,0.1765308469342679,3,0.053319260447096894,0.1765308469342679,0,6.0,6.0,8.0,0.2245240455220044,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,1,1,2.0,0,0,3,0,1,0,0,0.8521717485327827,1,0.20743043975611297,0.014368911376550386,3,0.10503452240686784,0.20743043975611297,0,9.0,10.0,10.0,0.5508401353949566,0,0,0,1,0,0,0,0,0,1,0,0,0
neg,0,1,1.0,0,0,4,1,0,5,0,0.41725776620630955,1,0.33535557916915115,0.1885229988811261,3,0.15003767786429312,0.33535557916915115,0,8.0,7.0,10.0,0.5858230070041843,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,6.0,0,0,1,1,1,4,0,0.4590370498281118,1,0.22544673854928077,0.18087381516760298,3,0.20495158049934614,0.18087381516760298,1,10.0,10.0,9.0,0.3719790316304156,0,1,0,0,0,1,0,0,0,0,0,0,0
neg,0,1,3.0,0,0,4,1,0,0,0,0.5091544629400335,1,0.4300925735397865,0.4300925735397865,3,0.30571562150639686,0.4300925735397865,1,7.0,8.0,10.0,0.1292912191917081,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,1,1,5.0,0,0,4,1,1,2,0,0.2903717128521833,1,0.21315370359522517,0.21315370359522517,1,0.06993179858986875,0.21315370359522517,1,5.0,7.0,9.0,0.7639642790223555,1,0,0,0,0,0,0,0,0,1,0,0,0
neg,1,1,8.0,0,0,3,0,0,1,0,0.5232811729268301,1,0.4450603314104545,0.4450603314104545,1,0.20940962840550126,0.4450603314104545,1,10.0,10.0,7.0,0.8734709520791821,1,0,0,0,0,1,0,0,0,1,0,0,0
neg,0,1,9.0,0,0,4,1,0,7,0,0.9170865388832681,1,0.34846720786512686,0.34846720786512686,1,0.10780600068192148,0.34846720786512686,1,10.0,8.0,8.0,0.014490134199618032,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,1.0,0,0,1,0,0,3,0,0.6149313437075942,1,0.5445443891988495,0.5445443891988495,1,0.24141310380091452,0.5445443891988495,0,9.0,9.0,4.0,0.5967206162891252,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,10.0,0,0,5,1,1,9,0,0.6236427059016099,1,0.5542041952706661,0.5542041952706661,0,0.3129268853657322,0.5542041952706661,1,6.0,6.0,7.0,0.6460498059483311,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,11.0,0,0,3,0,0,7,0,0.8109715294121997,1,0.24303869253330357,0.18403642469274928,3,0.0926637275343637,0.24303869253330357,1,5.0,6.0,10.0,0.18906942189537662,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,2,0,1,6,0,0.2948852285218748,1,0.21730327559770854,0.21730327559770854,3,0.03829496079829364,0.21730327559770854,1,8.0,9.0,9.0,0.7494955482705952,1,0,1,0,0,0,0,0,0,0,0,0,0
neg,0,1,4.0,0,0,1,0,1,9,0,0.35592823585863725,1,0.27491792197871306,0.27491792197871306,0,0.03156046128224266,0.27491792197871306,1,6.0,7.0,5.0,0.32996932047307365,0,1,0,0,0,1,0,0,0,0,0,0,0
neg,1,1,3.0,0,0,3,1,0,7,0,0.6432260361279889,1,0.5760424900250032,0.5760424900250032,3,0.23593417286474505,0.5760424900250032,1,8.0,9.0,6.0,0.41966591345722376,0,0,0,1,0,0,0,0,1,0,0,0,0
neg,0,1,2.0,0,0,3,1,1,1,0,0.42711139414950594,1,0.36588471851509896,0.3198038249501552,0,0.33262247137736267,0.3198038249501552,0,10.0,10.0,10.0,0.43273165446023437,0,0,0,0,1,1,0,0,0,0,0,0,0
neg,0,1,10.0,0,0,2,1,0,6,0,0.79345872621343,1,0.1859595173761282,0.1859595173761282,3,0.010585058496099031,0.1859595173761282,1,9.0,9.0,8.0,0.5991285667562898,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,3,1,1,7,0,0.9291370576938789,1,0.6425257052881592,0.04894639769827336,0,0.31487775718642297,0.6425257052881592,1,8.0,8.0,6.0,0.3265964625232511,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,0,0.0,0,0,5,1,0,1,0,0.5853321058496086,1,0.5119799252760255,0.5119799252760255,1,0.1777793425677373,0.5119799252760255,0,6.0,9.0,9.0,0.006710544151995956,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,3.0,0,0,1,1,0,5,0,0.6317078360923604,1,0.5631775449067753,0.37482750397884956,0,0.18031434102149424,0.5631775449067753,1,6.0,9.0,7.0,0.9620083793872529,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,4,0,0,8,0,0.6716038885995799,1,0.6079830931764533,0.5846191184373595,3,0.2760848732909835,0.6079830931764533,1,7.0,8.0,10.0,0.9115847350609878,0,0,0,0,1,1,0,0,0,0,0,0,0
neg,0,1,10.0,0,0,4,1,0,7,0,0.5682946433767939,1,0.49342023196708346,0.49342023196708346,0,0.3211583572076051,0.49342023196708346,1,9.0,9.0,9.0,0.8367721748168533,0,0,1,0,1,0,0,0,0,0,0,0,0
neg,0,1,6.0,0,0,5,0,1,8,0,0.5169551646110889,1,0.438345041358859,0.24287681910209358,1,0.1028622067763536,0.438345041358859,1,9.0,7.0,9.0,0.34660217761932827,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,1,1,2.0,0,0,2,1,1,6,0,0.44893332781577316,1,0.3674745862369628,0.3674745862369628,0,0.25564822879955496,0.3674745862369628,0,10.0,10.0,10.0,0.5613273241797503,0,1,0,0,0,0,0,0,0,1,0,0,0
neg,0,1,7.0,0,0,4,0,0,7,0,0.7573082238741335,1,0.1972113229211118,0.1723330805604027,1,0.17928302083737435,0.1723330805604027,1,7.0,10.0,8.0,0.5128014522301954,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,1,1,4.0,0,0,5,0,0,8,0,0.4414438060221073,1,0.2686121677481646,0.2686121677481646,3,0.06433607819162712,0.2686121677481646,1,9.0,10.0,7.0,0.525237606433651,1,0,0,0,0,0,0,0,0,1,0,0,0
neg,1,1,4.0,0,0,1,1,1,7,0,0.9580598917646057,1,0.07839174863286562,0.07839174863286562,1,0.05250219057179495,0.07839174863286562,1,4.0,8.0,9.0,0.5197337911751956,0,0,0,1,0,0,0,0,1,0,0,0,0
neg,1,1,8.0,0,0,4,0,1,9,0,0.6368327393893196,1,0.4925487441392939,0.4925487441392939,0,0.34556106637005535,0.4925487441392939,1,10.0,7.0,10.0,0.5687854870104225,0,1,0,0,0,0,0,0,1,0,0,0,0
neg,0,1,7.0,0,0,2,1,1,9,0,0.6454814082492764,1,0.5785683499625304,0.5785683499625304,0,0.22893707437783628,0.5785683499625304,1,10.0,10.0,6.0,0.02064669203455044,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,6.0,0,0,2,0,1,5,0,0.9141141295394846,1,0.4273309366447105,0.30711344905103033,1,0.08785775723622469,0.4273309366447105,1,7.0,7.0,9.0,0.26527658574202434,0,1,0,0,0,1,0,0,0,0,0,0,0
neg,0,1,7.0,0,0,1,0,0,9,0,0.6626090537465643,1,0.2561800819218434,0.24134383094855713,3,0.23289098356531213,0.24134383094855713,1,9.0,9.0,10.0,0.8317842953014924,1,0,1,0,0,0,0,0,0,0,0,0,0
neg,1,1,12.0,0,0,2,0,1,8,0,0.2749031548472827,1,0.19905571682223142,0.19905571682223142,1,0.12347904173484492,0.19905571682223142,1,7.0,9.0,8.0,0.3514643901075016,0,1,0,0,0,1,0,0,1,0,0,0,0
neg,0,1,13.0,0,0,1,1,0,6,0,0.5332422742598354,1,0.4556755380013905,0.4556755380013905,3,0.21069657975303924,0.4556755380013905,1,8.0,6.0,10.0,0.40399946578996787,0,1,1,0,0,0,0,0,0,0,0,0,0
neg,0,0,0.0,0,0,2,1,0,0,0,0.7888110873454934,1,0.6690116952506682,0.6406950752207194,1,0.3258310388123391,0.6690116952506682,0,9.0,9.0,7.0,0.8433649374224514,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,2.0,0,0,3,0,1,2,0,0.5202713134147684,1,0.44186270884206436,0.3586342741109547,1,0.099859772017453,0.44186270884206436,0,7.0,7.0,10.0,0.832163674543928,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,3.0,0,0,5,0,1,9,0,0.6699052590008554,1,0.6060615524689021,0.6060615524689021,0,0.25323848956595607,0.6060615524689021,1,8.0,7.0,7.0,0.43946047290104445,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,11.0,0,0,3,0,0,8,0,0.8403191708102895,1,0.5283020425394048,0.5283020425394048,3,0.2772289696050393,0.5283020425394048,1,10.0,8.0,9.0,0.7472802288341491,0,1,0,0,0,1,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,3,1,1,9,0,0.5064611707448421,1,0.24264498558553454,0.24264498558553454,0,0.01803162141732173,0.24264498558553454,1,9.0,8.0,9.0,0.4069914425010141,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,1,1,12.0,0,0,5,1,1,7,0,0.6141791558910342,1,0.5437119039709117,0.5437119039709117,1,0.1768385724265954,0.5437119039709117,1,7.0,7.0,6.0,0.8143229620068773,1,0,0,0,0,1,0,0,1,0,0,0,0
neg,0,1,6.0,0,0,4,0,1,3,0,0.4758391123941692,1,0.2928098201886008,0.21055439524116082,0,0.03127873008697857,0.2928098201886008,1,9.0,9.0,6.0,0.44962460730618575,1,0,0,0,0,1,0,0,0,0,0,0,0
neg,0,1,10.0,0,0,3,0,0,6,0,0.4311851556635869,1,0.34940551156851096,0.2970056419562752,1,0.05744289913664036,0.34940551156851096,1,7.0,4.0,8.0,0.3864432563931535,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,6.0,0,0,2,0,1,7,0,0.2697212480929683,1,0.19437658636833238,0.19437658636833238,0,0.009118582135533848,0.19437658636833238,1,9.0,8.0,6.0,0.7142827460548502,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,1,1,1.0,0,0,4,1,0,7,0,0.7551747914292556,1,0.7039784346615805,0.36569152799893345,1,0.3719861498261139,0.7039784346615805,0,9.0,8.0,9.0,0.9150781282171665,0,0,0,0,1,0,0,0,1,0,0,0,0
neg,0,1,4.0,0,0,2,1,0,4,0,0.6817908461016486,1,0.5861901889570765,0.2789538182796605,0,0.2614213138788273,0.5861901889570765,1,9.0,9.0,10.0,0.8210609175920944,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,11.0,0,0,5,1,0,6,0,0.5238259505922542,1,0.1806129334512121,0.1806129334512121,3,0.006723096116184046,0.1806129334512121,1,7.0,8.0,8.0,0.045677711388148745,0,0,1,0,1,0,0,0,0,0,0,0,0
neg,0,1,1.0,0,0,1,1,0,8,0,0.5601254802719167,1,0.48457015442969775,0.1728725076354749,0,0.18291325402310576,0.48457015442969775,0,10.0,9.0,7.0,0.1076718593600719,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,0,0.0,0,0,1,0,1,5,0,0.8057942262639699,1,0.37494726698239306,0.37494726698239306,1,0.07837528316276798,0.37494726698239306,0,9.0,9.0,3.0,0.25402775964603946,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,7.0,0,0,4,1,0,9,0,0.5992002932452647,1,0.5271873995766337,0.2739513691976754,3,0.28050451767376217,0.5271873995766337,1,8.0,8.0,7.0,0.908546321629736,1,0,0,0,0,1,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,5,0,0,8,0,0.5051143620495135,1,0.425830874481376,0.425830874481376,0,0.10177965628031416,0.425830874481376,1,7.0,9.0,9.0,0.1702247499708049,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,3.0,0,0,4,0,1,6,0,0.6422037374413776,1,0.28977107147675274,0.23383283348922404,3,0.2634282467970479,0.23383283348922404,1,10.0,9.0,9.0,0.04718458921714325,0,0,0,0,0,1,0,0,0,0,0,0,0
neg,0,1,7.0,0,0,4,1,0,8,0,0.43389577244226984,1,0.3521533088371409,0.3521533088371409,1,0.058739620988626506,0.3521533088371409,1,7.0,7.0,5.0,0.2448530653304573,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,5,0,1,3,0,0.9674837345964988,1,0.6213665838171766,0.6213665838171766,0,0.4421220100152823,0.6213665838171766,1,5.0,9.0,9.0,0.9812996448905149,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,4,1,0,0,0,0.5832821610148919,1,0.5097395929654439,0.2023823647368772,0,0.18086705788441582,0.5097395929654439,1,10.0,10.0,8.0,0.6776576917795865,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,1.0,0,0,4,0,0,6,0,0.6265513555628739,1,0.5574370650640315,0.1671344577007403,3,0.34539339473417385,0.5574370650640315,0,9.0,8.0,6.0,0.4993660949609648,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,5,0,1,2,0,0.4995308448138339,1,0.4199551268372627,0.4199551268372627,3,0.3340513219819058,0.4199551268372627,1,7.0,7.0,7.0,0.7424402959583656,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,0,0.0,0,0,2,0,1,5,0,0.9488788819235197,1,0.46900882296781354,0.46900882296781354,2,0.1708265664190094,0.46900882296781354,0,9.0,9.0,9.0,0.22562488367351247,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,4.0,0,0,1,0,1,0,0,0.41057151750973353,1,0.3286518053781362,0.2478447790199425,0,0.10410773606017754,0.3286518053781362,1,10.0,8.0,10.0,0.6435006678251229,1,0,0,0,0,1,0,0,0,0,0,0,0
neg,1,1,4.0,0,0,5,1,0,1,0,0.5417599708252965,1,0.21087109205338664,0.19845958766200056,3,0.17224058178630908,0.21087109205338664,1,7.0,8.0,9.0,0.43233012077177063,0,0,0,1,0,0,0,0,1,0,0,0,0
neg,0,1,5.0,0,0,1,0,1,5,0,0.9761806077731308,1,0.32437255502027523,0.03454799988230661,1,0.05115195717453391,0.32437255502027523,1,6.0,7.0,8.0,0.02957781261018555,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,1.0,0,0,4,0,1,3,0,0.27790550396483277,1,0.20177689521753972,0.20177689521753972,0,0.051561058952438565,0.20177689521753972,0,9.0,8.0,6.0,0.06553948516822422,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,11.0,0,0,2,1,1,8,0,0.7593370121194312,1,0.39221318862465626,0.016883722372767807,0,0.13121335619703134,0.39221318862465626,1,10.0,10.0,7.0,0.6177250337855302,0,0,0,1,0,1,0,0,0,0,0,0,0
neg,0,1,4.0,0,0,3,1,1,3,0,0.7955960578246959,1,0.48966360710419565,0.48966360710419565,1,0.19192716448933422,0.48966360710419565,1,8.0,8.0,5.0,0.183654975419204,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,1,1,4.0,0,0,2,1,1,5,0,0.6558751013653819,1,0.3548310814954735,0.29761017716646165,3,0.21009703182703565,0.3548310814954735,1,7.0,9.0,10.0,0.22166036433174235,0,0,0,1,0,0,0,0,1,0,0,0,0
neg,0,1,3.0,0,0,4,1,1,8,0,0.6325513533353604,1,0.5641177129875863,0.34788641904196993,1,0.21189045963710673,0.5641177129875863,1,6.0,8.0,6.0,0.7063464477223287,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,7.0,0,0,4,1,1,6,0,0.31619798384417663,1,0.14956457529393313,0.14956457529393313,0,0.011084494001943335,0.14956457529393313,1,8.0,5.0,8.0,0.41144861664259497,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,8.0,0,0,2,1,1,7,0,0.6193402757596305,1,0.549429095231153,0.549429095231153,1,0.31380508354200176,0.549429095231153,1,6.0,6.0,7.0,0.3178557199838234,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,4,1,1,7,0,0.4970566488346006,1,0.417356670728406,0.417356670728406,0,0.27831274159484565,0.417356670728406,1,10.0,10.0,8.0,0.20668771380761447,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,6.0,0,0,3,1,0,9,0,0.49301908312918385,1,0.34920340684748674,0.2818716144086625,3,0.3174576425886243,0.2818716144086625,1,7.0,7.0,5.0,0.7439564360981288,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,1,1,2.0,0,0,3,0,0,0,0,0.48816077133005464,1,0.40804080495943207,0.39128260353027144,1,0.08697413361660433,0.40804080495943207,0,5.0,7.0,6.0,0.8220887837547077,0,1,0,0,0,0,0,0,1,0,0,0,0
neg,0,1,6.0,0,0,5,0,0,9,0,0.9388767555501545,1,0.3731319716803615,0.3731319716803615,0,0.22542731109047054,0.3731319716803615,1,8.0,4.0,7.0,0.09571709498387043,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,0,0.0,0,0,3,1,0,8,0,0.46020816760574235,1,0.21664182425624817,0.21664182425624817,3,0.07528878707689723,0.21664182425624817,0,10.0,10.0,10.0,0.5342239253748136,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,5,1,0,5,0,0.6321064248932089,1,0.42891279401812377,0.42891279401812377,3,0.12864964538657664,0.42891279401812377,1,9.0,8.0,9.0,0.1339378952049643,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,2.0,0,0,5,1,1,6,0,0.42195734399039936,1,0.3400835986175164,0.3400835986175164,1,0.2941462075515574,0.3400835986175164,0,10.0,9.0,9.0,0.11961385676737596,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,1,1,7.0,0,0,5,1,1,6,0,0.6163947191644183,1,0.32448867251191255,0.32448867251191255,3,0.19797628351489038,0.32448867251191255,1,7.0,9.0,8.0,0.6122542624465743,0,0,0,1,0,0,0,0,1,0,0,0,0
neg,0,1,5.0,0,0,1,1,0,6,0,0.6150847796966976,1,0.5447142360314274,0.15138628705244628,2,0.33677146662453195,0.5447142360314274,1,10.0,10.0,10.0,0.3503878342301711,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,5.0,0,0,2,1,0,1,0,0.161963306774495,1,0.10274738885867458,0.10274738885867458,1,0.054684288768839906,0.10274738885867458,1,7.0,8.0,9.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,7.0,0,0,1,0,1,3,0,0.5237450254417126,1,0.2677187703561959,0.16411096002957493,0,0.24338070032381443,0.2632160766181314,1,4.0,8.0,9.0,0.7165452532096723,0,0,1,1,0,0,0,0,0,0,0,0,0
neg,0,1,6.0,0,0,4,1,1,8,0,0.8224327083116805,1,0.33448763458121356,0.15296845514876622,1,0.05476180750342796,0.33448763458121356,1,9.0,9.0,10.0,0.7814236096551828,1,0,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,11.0,0,0,4,0,1,7,0,0.492173884510521,1,0.23799257539070987,0.23799257539070987,0,0.05649122178756438,0.23799257539070987,1,5.0,6.0,6.0,0.5821960613400285,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,11.0,0,0,4,1,0,8,0,0.4686414618706584,1,0.3877491784663341,0.05079485417536489,0,0.11068113849014483,0.3877491784663341,1,7.0,8.0,9.0,0.3400363257815043,0,0,0,1,0,0,0,0,0,0,0,0,0
neg,0,1,4.0,0,0,5,0,1,1,0,0.6420753277325275,1,0.411807588635472,0.2513420126570054,1,0.19085144986506752,0.411807588635472,1,5.0,7.0,9.0,0.7666375821764102,0,1,0,0,0,0,0,0,0,0,0,0,0
neg,0,1,9.0,0,0,4,0,0,7,0,0.6812336425309695,1,0.3664239147797514,0.3664239147797514,3,0.06735371020522007,0.3664239147797514,1,6.0,6.0,10.0,0.6320660948483152,0,0,0,0,1,0,0,0,0,0,0,0,0
neg,0,1,8.0,0,0,3,1,1,8,0,0.6470465742203098,1,0.5803225248113846,0.5803225248113846,0,0.282702739344586,0.5803225248113846,1,6.0,8.0,8.0,0.8178415136017658,1,0,0,0,0,0,0,0,0,0,0,0,0
